jd,jd_norm,UTC
58873.408749999944,541.9878500001505,2020-01-25 09:48:36.000
58874.06646999996,542.6455700001679,2020-01-26 01:35:43.008
58874.404990000185,542.984090000391,2020-01-26 09:43:11.136
58874.92891999986,543.5080200000666,2020-01-26 22:17:38.688
58875.0658499999,543.6449500001036,2020-01-27 01:34:49.440
58875.40139999986,543.9805000000633,2020-01-27 09:38:00.960
58875.92830999987,544.5074100000784,2020-01-27 22:16:45.984
58876.39784000022,544.9769400004297,2020-01-28 09:32:53.376
58876.91361000016,545.4927100003697,2020-01-28 21:55:35.904
58877.394669999834,545.9737700000405,2020-01-29 09:28:19.488
58877.9398500002,546.5189500004053,2020-01-29 22:33:23.040
58878.93439000007,547.513490000274,2020-01-30 22:25:31.296
58879.174920000136,547.7540200003423,2020-01-31 04:11:53.088
58880.33639999991,548.9155000001192,2020-02-01 08:04:24.960
58881.880549999885,550.4596500000916,2020-02-02 21:07:59.520
58883.22551999986,551.8046200000681,2020-02-04 05:24:44.928
58887.113919999916,555.6930200001225,2020-02-08 02:44:02.688
58888.929119999986,557.5082200001925,2020-02-09 22:17:55.968
58889.92755000014,558.506650000345,2020-02-10 22:15:40.320
58890.92207999993,559.5011800001375,2020-02-11 22:07:47.712
58891.954330000095,560.5334300003015,2020-02-12 22:54:14.112
58892.90932000009,561.4884200002998,2020-02-13 21:49:25.248
58893.18695,561.7660500002094,2020-02-14 04:29:12.480
58893.90493000019,562.4840300003998,2020-02-14 21:43:05.952
58895.9192499998,564.4983500000089,2020-02-16 22:03:43.200
58896.89907999989,565.4781800000928,2020-02-17 21:34:40.512
58900.800400000066,569.379500000272,2020-02-21 19:12:34.560
58903.011270000134,571.59037000034,2020-02-24 00:16:13.728
58904.138210000005,572.717310000211,2020-02-25 03:19:01.344
58905.14372000005,573.7228200002573,2020-02-26 03:26:57.408
58906.224549999926,574.8036500001326,2020-02-27 05:23:21.120
58907.045919999946,575.6250200001523,2020-02-28 01:06:07.488
58911.765660000034,580.3447600002401,2020-03-03 18:22:33.024
58913.07675000001,581.6558500002138,2020-03-05 01:50:31.200
58923.18428999977,591.7633899999782,2020-03-15 04:25:22.656
58928.83472000016,597.4138200003654,2020-03-20 20:01:59.808
58936.25638000015,604.8354800003581,2020-03-28 06:09:11.232
59052.18246999988,720.7615700000897,2020-07-22 04:22:45.408
59058.16649999982,726.7456000000238,2020-07-28 03:59:45.600
59061.15681000007,729.7359100002795,2020-07-31 03:45:48.384
59096.57636999991,765.1554700001143,2020-09-04 13:49:58.368
59103.555399999954,772.1345000001602,2020-09-11 13:19:46.560
59107.55625999998,776.1353600001894,2020-09-15 13:21:00.864
59111.08441000013,779.6635100003332,2020-09-19 02:01:33.024
59121.020740000065,789.5998400002718,2020-09-29 00:29:51.936
59128.479129999876,797.0582300000824,2020-10-06 11:29:56.832
59129.49104999984,798.0701500000432,2020-10-07 11:47:06.720
59131.493499999866,800.0726000000723,2020-10-09 11:50:38.400
59133.575869999826,802.1549700000323,2020-10-11 13:49:15.168
59137.47587999981,806.0549800000153,2020-10-15 11:25:16.032
59141.98773000017,810.5668300003745,2020-10-19 23:42:19.872
59144.40727999993,812.9863800001331,2020-10-22 09:46:28.992
59147.505580000114,816.0846800003201,2020-10-25 12:08:02.112
59155.339250000194,823.9183500004001,2020-11-02 08:08:31.200
59156.36615000013,824.945250000339,2020-11-03 08:47:15.360
59159.22501000017,827.8041100003757,2020-11-06 05:24:00.864
59161.49319999991,830.0723000001162,2020-11-08 11:50:12.480
59163.18092000019,831.7600200003944,2020-11-10 04:20:31.488
59164.347130000126,832.926230000332,2020-11-11 08:19:52.032
59166.247630000114,834.8267300003208,2020-11-13 05:56:35.232
59167.414789999835,835.9938900000416,2020-11-14 09:57:17.856
59168.45898000011,837.0380800003186,2020-11-15 11:00:55.872
59169.13230000017,837.7114000003785,2020-11-16 03:10:30.720
59169.57676000008,838.15586000029,2020-11-16 13:50:32.064
59171.50050000008,840.0796000002883,2020-11-18 12:00:43.200
59174.1190200001,842.6981200003065,2020-11-21 02:51:23.328
59175.231709999964,843.81081000017,2020-11-22 05:33:39.744
59176.10468999995,844.6837900001556,2020-11-23 02:30:45.216
59179.4828499998,848.061950000003,2020-11-26 11:35:18.240
59183.068239999935,851.6473400001414,2020-11-30 01:38:15.936
59183.32941999985,851.9085200000554,2020-11-30 07:54:21.888
59188.21020000009,856.789300000295,2020-12-05 05:02:41.280
59189.538519999944,858.11762000015,2020-12-06 12:55:28.128
59190.076379999984,858.6554800001904,2020-12-07 01:49:59.232
59190.458469999954,859.0375700001605,2020-12-07 11:00:11.808
59192.5114099998,861.0905100000091,2020-12-09 12:16:25.824
59194.430939999875,863.0100400000811,2020-12-11 10:20:33.216
59195.44363000011,864.0227300003171,2020-12-12 10:38:49.632
59196.90656000003,865.4856600002386,2020-12-13 21:45:26.784
59197.451539999805,866.0306400000118,2020-12-14 10:50:13.056
59199.41567000002,867.9947700002231,2020-12-16 09:58:33.888
59200.26630999986,868.8454100000672,2020-12-17 06:23:29.184
59200.897330000065,869.4764300002716,2020-12-17 21:32:09.312
59201.06064999988,869.6397500000894,2020-12-18 01:27:20.160
59201.87790999981,870.4570100000128,2020-12-18 21:04:11.424
59202.18033999996,870.759440000169,2020-12-19 04:19:41.376
59202.85164000001,871.4307400002144,2020-12-19 20:26:21.696
59203.82082000002,872.399920000229,2020-12-20 19:41:58.848
59204.116330000106,872.6954300003126,2020-12-21 02:47:30.912
59204.12325000018,872.7023500003852,2020-12-21 02:57:28.800
59205.28175000008,873.8608500002883,2020-12-22 06:45:43.200
59205.92773000011,874.5068300003186,2020-12-22 22:15:55.872
59206.22030999977,874.7994099999778,2020-12-23 05:17:14.784
59207.30966999987,875.8887700000778,2020-12-24 07:25:55.488
59207.85313999979,876.4322399999946,2020-12-24 20:28:31.296
59208.211170000024,876.7902700002305,2020-12-25 05:04:05.088
59208.8517,877.4308000002056,2020-12-25 20:26:26.880
59209.8339999998,878.4131000000052,2020-12-26 20:00:57.600
59210.49485999998,879.0739600001834,2020-12-27 11:52:35.904
59210.98896999983,879.5680700000376,2020-12-27 23:44:07.008
59211.242000000086,879.8211000002921,2020-12-28 05:48:28.800
59211.92788999993,880.5069900001399,2020-12-28 22:16:09.696
59213.88120000018,882.4603000003844,2020-12-30 21:08:55.680
59214.129970000125,882.7090700003318,2020-12-31 03:07:09.408
59214.78665000014,883.3657500003465,2020-12-31 18:52:46.560
59215.84787000017,884.4269700003788,2021-01-01 20:20:55.968
59216.08961000014,884.6687100003473,2021-01-02 02:09:02.304
59217.18063999992,885.759740000125,2021-01-03 04:20:07.296
59218.45828999998,887.0373900001869,2021-01-04 10:59:56.256
59219.334259999916,887.9133600001223,2021-01-05 08:01:20.064
59220.24977000011,888.8288700003177,2021-01-06 05:59:40.128
59220.847169999965,889.4262700001709,2021-01-06 20:19:55.488
59221.15688000014,889.7359800003469,2021-01-07 03:45:54.432
59221.44633999979,890.0254399999976,2021-01-07 10:42:43.776
59222.014070000034,890.5931700002402,2021-01-08 00:20:15.648
59222.03637999995,890.6154800001532,2021-01-08 00:52:23.232
59222.24762000004,890.8267200002447,2021-01-08 05:56:34.368
59222.850500000175,891.4296000003815,2021-01-08 20:24:43.200
59223.243910000194,891.8230100004002,2021-01-09 05:51:13.824
59223.89085000008,892.4699500002898,2021-01-09 21:22:49.440
59224.163350000046,892.7424500002526,2021-01-10 03:55:13.440
59225.212669999804,893.7917700000107,2021-01-11 05:06:14.688
59225.929920000024,894.5090200002305,2021-01-11 22:19:05.088
59226.8117399998,895.3908400000073,2021-01-12 19:28:54.336
59227.13364000013,895.7127400003374,2021-01-13 03:12:26.496
59229.35595000023,897.9350500004366,2021-01-15 08:32:34.080
59231.39795000013,899.977050000336,2021-01-17 09:33:02.880
59231.991500000004,900.5706000002101,2021-01-17 23:47:45.600
59232.0696200002,900.6487200004049,2021-01-18 01:40:15.168
59232.33325000014,900.9123500003479,2021-01-18 07:59:52.800
59234.27285999991,902.8519600001164,2021-01-20 06:32:55.104
59236.10220000008,904.6813000002876,2021-01-22 02:27:10.080
59237.297609999776,905.8767099999823,2021-01-23 07:08:33.504
59239.058009999804,907.6371100000106,2021-01-25 01:23:32.064
59245.36832999997,913.9474300001748,2021-01-31 08:50:23.712
59245.95771999983,914.5368200000376,2021-01-31 22:59:07.008
59247.136779999826,915.7158800000325,2021-02-02 03:16:57.792
59250.23306,918.812160000205,2021-02-05 05:35:36.384
59251.23652999988,919.8156300000846,2021-02-06 05:40:36.192
59252.155280000065,920.7343800002709,2021-02-07 03:43:36.192
59253.09842999978,921.6775299999863,2021-02-08 02:21:44.352
59256.39339999994,924.972500000149,2021-02-11 09:26:29.760
59258.05578000005,926.6348800002597,2021-02-13 01:20:19.392
59259.17595000006,927.755050000269,2021-02-14 04:13:22.080
59261.1813099999,929.7604100001045,2021-02-16 04:21:05.184
59262.14893000014,930.7280300003476,2021-02-17 03:34:27.552
59265.044079999905,933.6231800001115,2021-02-20 01:03:28.512
59267.13953999989,935.7186400000937,2021-02-22 03:20:56.256
59269.31527000014,937.8943700003438,2021-02-24 07:33:59.328
59272.10722000012,940.6863200003281,2021-02-27 02:34:23.808
59274.15634999983,942.7354500000365,2021-03-01 03:45:08.640
59275.10728000011,943.6863800003193,2021-03-02 02:34:28.992
59277.22090000007,945.8000000002794,2021-03-04 05:18:05.760
59278.126920000184,946.7060200003907,2021-03-05 03:02:45.888
59280.20041000005,948.779510000255,2021-03-07 04:48:35.424
59282.19907000009,950.7781700002961,2021-03-09 04:46:39.648
59285.02032000013,953.5994200003333,2021-03-12 00:29:15.648
59289.843350000214,958.4224500004202,2021-03-16 20:14:25.440
59291.09457000019,959.6736700003967,2021-03-18 02:16:10.848
59293.09930999996,961.6784100001678,2021-03-20 02:23:00.384
59294.07472999999,962.6538300001994,2021-03-21 01:47:36.672
59294.815440000035,963.3945400002412,2021-03-21 19:34:14.016
59296.076859999914,964.6559600001201,2021-03-23 01:50:40.704
59304.11306999996,972.6921700001694,2021-03-31 02:42:49.248
59305.134939999785,973.7140399999917,2021-04-01 03:14:18.816
59309.12680999981,977.7059100000188,2021-04-05 03:02:36.384
59311.98531999998,980.5644200001843,2021-04-07 23:38:51.648
59313.0319099999,981.6110100001097,2021-04-09 00:45:57.024
59314.98835999984,983.5674600000493,2021-04-10 23:43:14.304
59315.78525000019,984.3643500003964,2021-04-11 18:50:45.600
59316.0210500001,984.600150000304,2021-04-12 00:30:18.720
59318.99948999984,987.5785900000483,2021-04-14 23:59:15.936
59320.01367999986,988.5927800000645,2021-04-16 00:19:41.952
59322.010950000025,990.5900500002317,2021-04-18 00:15:46.080
59322.748420000076,991.3275200002827,2021-04-18 17:57:43.488
59323.01030999981,991.589410000015,2021-04-19 00:14:50.784
59324.97990000015,993.5590000003576,2021-04-20 23:31:03.360
59327.981869999785,996.5609699999914,2021-04-23 23:33:53.568
59336.70777000021,1005.2868700004183,2021-05-02 16:59:11.328
59421.42715999996,1090.0062600001693,2021-07-26 10:15:06.624
59422.42307000002,1091.0021700002253,2021-07-27 10:09:13.248
59424.41645999998,1092.995560000185,2021-07-29 09:59:42.144
59426.417109999806,1094.996210000012,2021-07-31 10:00:38.304
59429.414530000184,1097.99363000039,2021-08-03 09:56:55.392
59432.15943,1100.738530000206,2021-08-06 03:49:34.752
59433.13434999995,1101.7134500001557,2021-08-07 03:13:27.840
59438.626120000146,1107.2052200003527,2021-08-12 15:01:36.768
59440.40217000013,1108.9812700003386,2021-08-14 09:39:07.488
